2025-02-03 14:00:39,701 - INFO - Namespace(device='cuda:3', channel_weights=[1.0, 2.0, 1.0, 1.0], batch_size=6, num_classes=4, pretrained=False, pretrained_weights='./Synapse_weights_1u1d', lr=0.0001, epochs=500, warmup_epochs=10, dataset_mode='MnMs', max_channel=256, l2_norm=1e-07, patience=15, wandb=True, cache=True, log_dir='../../de_logistics/MnMs_3UNetlinear_02-03-14-00-38/', log_file_path='../../de_logistics/MnMs_3UNetlinear_02-03-14-00-38/training.log')
Epoch 1/500 [Training]: 100%|█████████████████████████████████| 188/188 [02:16<00:00,  1.37batch/s]
Epoch 453/500 [Training]: 100%|███████████████████████████████| 188/188 [02:17<00:00,  1.37batch/s]
2025-02-04 07:50:54,818 - INFO - train_loss:1.1793950371285702 in epoch453
2025-02-04 07:50:54,819 - INFO - train_acc:0.9882500345709039 in epoch453
2025-02-04 07:50:54,819 - INFO - Epoch 453: Learning Rate: [2.2627401233434946e-06]
Epoch 453/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.26batch/s]
2025-02-04 07:51:00,125 - INFO - valid_loss:1.1940047641595204 in epoch453
2025-02-04 07:51:00,126 - INFO - valid_acc:0.9176439508018985 in epoch453
2025-02-04 07:51:00,126 - INFO - Mean iou = 85.30% in epoch453
Epoch 454/500 [Training]: 100%|███████████████████████████████| 188/188 [02:14<00:00,  1.40batch/s]
2025-02-04 07:53:14,449 - INFO - train_loss:1.1793926104586174 in epoch454
2025-02-04 07:53:14,450 - INFO - train_acc:0.9882517557070207 in epoch454
2025-02-04 07:53:14,450 - INFO - Epoch 454: Learning Rate: [2.168587221604367e-06]
Epoch 454/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.28batch/s]
2025-02-04 07:53:19,706 - INFO - valid_loss:1.1939505736033122 in epoch454
2025-02-04 07:53:19,706 - INFO - valid_acc:0.9175895159079323 in epoch454
2025-02-04 07:53:19,706 - INFO - Mean iou = 85.29% in epoch454
Epoch 455/500 [Training]: 100%|███████████████████████████████| 188/188 [02:17<00:00,  1.37batch/s]
2025-02-04 07:55:37,300 - INFO - train_loss:1.179379348425155 in epoch455
2025-02-04 07:55:37,301 - INFO - train_acc:0.9880790488135527 in epoch455
2025-02-04 07:55:37,301 - INFO - Epoch 455: Learning Rate: [2.0764006874321543e-06]
Epoch 455/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.25batch/s]
2025-02-04 07:55:42,634 - INFO - valid_loss:1.1939621071020763 in epoch455
2025-02-04 07:55:42,634 - INFO - valid_acc:0.9178079561335775 in epoch455
2025-02-04 07:55:42,635 - INFO - Mean iou = 85.32% in epoch455
Epoch 456/500 [Training]: 100%|███████████████████████████████| 188/188 [02:12<00:00,  1.42batch/s]
2025-02-04 07:57:55,037 - INFO - train_loss:1.1794341263618875 in epoch456
2025-02-04 07:57:55,038 - INFO - train_acc:0.9883668061016161 in epoch456
2025-02-04 07:57:55,038 - INFO - Epoch 456: Learning Rate: [1.986184310254196e-06]
Epoch 456/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.26batch/s]
2025-02-04 07:58:00,349 - INFO - valid_loss:1.193948785463969 in epoch456
2025-02-04 07:58:00,350 - INFO - valid_acc:0.9180602734558366 in epoch456
2025-02-04 07:58:00,350 - INFO - Mean iou = 85.36% in epoch456
Epoch 457/500 [Training]: 100%|███████████████████████████████| 188/188 [02:15<00:00,  1.39batch/s]
2025-02-04 08:00:15,440 - INFO - train_loss:1.1793618037345561 in epoch457
2025-02-04 08:00:15,441 - INFO - train_acc:0.9882903143221186 in epoch457
2025-02-04 08:00:15,441 - INFO - Epoch 457: Learning Rate: [1.8979417985124059e-06]
Epoch 457/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.29batch/s]
2025-02-04 08:00:20,691 - INFO - valid_loss:1.1939434508482616 in epoch457
2025-02-04 08:00:20,692 - INFO - valid_acc:0.9180530916126878 in epoch457
2025-02-04 08:00:20,692 - INFO - Mean iou = 85.36% in epoch457
Epoch 458/500 [Training]: 100%|███████████████████████████████| 188/188 [02:16<00:00,  1.38batch/s]
2025-02-04 08:02:37,096 - INFO - train_loss:1.1793204514270132 in epoch458
2025-02-04 08:02:37,096 - INFO - train_acc:0.9883507447887138 in epoch458
2025-02-04 08:02:37,097 - INFO - Epoch 458: Learning Rate: [1.8116767795108173e-06]
Epoch 458/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.27batch/s]
2025-02-04 08:02:42,396 - INFO - valid_loss:1.1939554413159688 in epoch458
2025-02-04 08:02:42,396 - INFO - valid_acc:0.9178532014346864 in epoch458
2025-02-04 08:02:42,396 - INFO - Mean iou = 85.33% in epoch458
Epoch 459/500 [Training]: 100%|███████████████████████████████| 188/188 [02:17<00:00,  1.37batch/s]
2025-02-04 08:04:59,727 - INFO - train_loss:1.1794040856209207 in epoch459
2025-02-04 08:04:59,728 - INFO - train_acc:0.9883979442578451 in epoch459
2025-02-04 08:04:59,728 - INFO - Epoch 459: Learning Rate: [1.7273927992664842e-06]
Epoch 459/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.24batch/s]
2025-02-04 08:05:05,083 - INFO - valid_loss:1.1939811805884044 in epoch459
2025-02-04 08:05:05,083 - INFO - valid_acc:0.9178341645364411 in epoch459
2025-02-04 08:05:05,083 - INFO - Mean iou = 85.33% in epoch459
Epoch 460/500 [Training]: 100%|███████████████████████████████| 188/188 [02:17<00:00,  1.37batch/s]
2025-02-04 08:07:22,606 - INFO - train_loss:1.179411529226506 in epoch460
2025-02-04 08:07:22,606 - INFO - train_acc:0.9880855795736098 in epoch460
2025-02-04 08:07:22,607 - INFO - Epoch 460: Learning Rate: [1.6450933223637226e-06]
Epoch 460/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.26batch/s]
2025-02-04 08:07:27,927 - INFO - valid_loss:1.1939925849437714 in epoch460
2025-02-04 08:07:27,928 - INFO - valid_acc:0.9177401764216667 in epoch460
2025-02-04 08:07:27,928 - INFO - Mean iou = 85.31% in epoch460
Epoch 461/500 [Training]: 100%|███████████████████████████████| 188/188 [02:17<00:00,  1.37batch/s]
2025-02-04 08:09:45,256 - INFO - train_loss:1.179422973952395 in epoch461
2025-02-04 08:09:45,256 - INFO - train_acc:0.98840099279446 in epoch461
2025-02-04 08:09:45,256 - INFO - Epoch 461: Learning Rate: [1.564781731811683e-06]
Epoch 461/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.26batch/s]
2025-02-04 08:09:50,565 - INFO - valid_loss:1.194035718838374 in epoch461
2025-02-04 08:09:50,565 - INFO - valid_acc:0.9176615842558045 in epoch461
2025-02-04 08:09:50,566 - INFO - Mean iou = 85.30% in epoch461
Epoch 462/500 [Training]: 100%|███████████████████████████████| 188/188 [02:17<00:00,  1.37batch/s]
2025-02-04 08:12:08,064 - INFO - train_loss:1.1793296362491363 in epoch462
2025-02-04 08:12:08,065 - INFO - train_acc:0.9884910669712609 in epoch462
2025-02-04 08:12:08,065 - INFO - Epoch 462: Learning Rate: [1.4864613289052874e-06]
Epoch 462/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.27batch/s]
2025-02-04 08:12:13,353 - INFO - valid_loss:1.1939753691355388 in epoch462
2025-02-04 08:12:13,354 - INFO - valid_acc:0.918028856637064 in epoch462
2025-02-04 08:12:13,354 - INFO - Mean iou = 85.36% in epoch462
Epoch 463/500 [Training]: 100%|███████████████████████████████| 188/188 [02:17<00:00,  1.37batch/s]
2025-02-04 08:14:30,685 - INFO - train_loss:1.1793368205111077 in epoch463
2025-02-04 08:14:30,685 - INFO - train_acc:0.9884276277410468 in epoch463
2025-02-04 08:14:30,686 - INFO - Epoch 463: Learning Rate: [1.4101353330895399e-06]
Epoch 463/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.26batch/s]
2025-02-04 08:14:35,988 - INFO - valid_loss:1.1940057277679443 in epoch463
2025-02-04 08:14:35,988 - INFO - valid_acc:0.9176358265287964 in epoch463
2025-02-04 08:14:35,989 - INFO - Mean iou = 85.29% in epoch463
Epoch 464/500 [Training]: 100%|███████████████████████████████| 188/188 [02:17<00:00,  1.37batch/s]
2025-02-04 08:16:53,397 - INFO - train_loss:1.1794995988937134 in epoch464
2025-02-04 08:16:53,398 - INFO - train_acc:0.9883641021246102 in epoch464
2025-02-04 08:16:53,398 - INFO - Epoch 464: Learning Rate: [1.3358068818271902e-06]
Epoch 464/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.25batch/s]
2025-02-04 08:16:58,734 - INFO - valid_loss:1.1939994891484578 in epoch464
2025-02-04 08:16:58,735 - INFO - valid_acc:0.9178194459371299 in epoch464
2025-02-04 08:16:58,735 - INFO - Mean iou = 85.33% in epoch464
Epoch 465/500 [Training]: 100%|███████████████████████████████| 188/188 [02:17<00:00,  1.37batch/s]
2025-02-04 08:19:16,307 - INFO - train_loss:1.179420142097676 in epoch465
2025-02-04 08:19:16,307 - INFO - train_acc:0.9884271752789703 in epoch465
2025-02-04 08:19:16,314 - INFO - Epoch 465: Learning Rate: [1.2634790304697283e-06]
Epoch 465/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.29batch/s]
2025-02-04 08:19:21,561 - INFO - valid_loss:1.1939727067947388 in epoch465
2025-02-04 08:19:21,561 - INFO - valid_acc:0.9178534624877642 in epoch465
2025-02-04 08:19:21,562 - INFO - Mean iou = 85.33% in epoch465
Epoch 466/500 [Training]: 100%|███████████████████████████████| 188/188 [02:17<00:00,  1.37batch/s]
2025-02-04 08:21:38,901 - INFO - train_loss:1.179357812125632 in epoch466
2025-02-04 08:21:38,902 - INFO - train_acc:0.9886850274495412 in epoch466
2025-02-04 08:21:38,903 - INFO - Epoch 466: Learning Rate: [1.193154752131851e-06]
Epoch 466/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.21batch/s]
2025-02-04 08:21:44,328 - INFO - valid_loss:1.1940567791461945 in epoch466
2025-02-04 08:21:44,329 - INFO - valid_acc:0.9172097045029123 in epoch466
2025-02-04 08:21:44,329 - INFO - Mean iou = 85.23% in epoch466
Epoch 467/500 [Training]: 100%|███████████████████████████████| 188/188 [02:17<00:00,  1.37batch/s]
2025-02-04 08:24:01,784 - INFO - train_loss:1.1793539092895833 in epoch467
2025-02-04 08:24:01,785 - INFO - train_acc:0.9885670647308001 in epoch467
2025-02-04 08:24:01,785 - INFO - Epoch 467: Learning Rate: [1.1248369375691859e-06]
Epoch 467/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.28batch/s]
2025-02-04 08:24:07,056 - INFO - valid_loss:1.1939479013284047 in epoch467
2025-02-04 08:24:07,056 - INFO - valid_acc:0.9180597139552171 in epoch467
2025-02-04 08:24:07,056 - INFO - Mean iou = 85.36% in epoch467
Epoch 468/500 [Training]: 100%|███████████████████████████████| 188/188 [02:17<00:00,  1.37batch/s]
2025-02-04 08:26:24,556 - INFO - train_loss:1.1793483939576657 in epoch468
2025-02-04 08:26:24,556 - INFO - train_acc:0.9887104662350852 in epoch468
2025-02-04 08:26:24,557 - INFO - Epoch 468: Learning Rate: [1.058528395059518e-06]
Epoch 468/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.26batch/s]
2025-02-04 08:26:29,878 - INFO - valid_loss:1.193985641002655 in epoch468
2025-02-04 08:26:29,878 - INFO - valid_acc:0.917868780586809 in epoch468
2025-02-04 08:26:29,878 - INFO - Mean iou = 85.33% in epoch468
Epoch 469/500 [Training]: 100%|███████████████████████████████| 188/188 [02:17<00:00,  1.37batch/s]
2025-02-04 08:28:47,389 - INFO - train_loss:1.1793375224509137 in epoch469
2025-02-04 08:28:47,390 - INFO - train_acc:0.9884939894933424 in epoch469
2025-02-04 08:28:47,390 - INFO - Epoch 469: Learning Rate: [9.942318502873115e-07]
Epoch 469/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.27batch/s]
2025-02-04 08:28:52,689 - INFO - valid_loss:1.193970412015915 in epoch469
2025-02-04 08:28:52,689 - INFO - valid_acc:0.9180198399908993 in epoch469
2025-02-04 08:28:52,689 - INFO - Mean iou = 85.36% in epoch469
Epoch 470/500 [Training]: 100%|███████████████████████████████| 188/188 [02:17<00:00,  1.37batch/s]
2025-02-04 08:31:10,161 - INFO - train_loss:1.1792732794234093 in epoch470
2025-02-04 08:31:10,162 - INFO - train_acc:0.9883671725558116 in epoch470
2025-02-04 08:31:10,162 - INFO - Epoch 470: Learning Rate: [9.319499462316833e-07]
Epoch 470/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.25batch/s]
2025-02-04 08:31:15,497 - INFO - valid_loss:1.1939897537231445 in epoch470
2025-02-04 08:31:15,497 - INFO - valid_acc:0.9177104829945981 in epoch470
2025-02-04 08:31:15,497 - INFO - Mean iou = 85.31% in epoch470
Epoch 471/500 [Training]: 100%|███████████████████████████████| 188/188 [02:17<00:00,  1.37batch/s]
2025-02-04 08:33:33,143 - INFO - train_loss:1.1793959806574152 in epoch471
2025-02-04 08:33:33,144 - INFO - train_acc:0.9886423257995909 in epoch471
2025-02-04 08:33:33,144 - INFO - Epoch 471: Learning Rate: [8.716852430577884e-07]
Epoch 471/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.26batch/s]
2025-02-04 08:33:38,455 - INFO - valid_loss:1.1939760545889537 in epoch471
2025-02-04 08:33:38,455 - INFO - valid_acc:0.9177533380138928 in epoch471
2025-02-04 08:33:38,455 - INFO - Mean iou = 85.31% in epoch471
Epoch 472/500 [Training]: 100%|███████████████████████████████| 188/188 [02:17<00:00,  1.36batch/s]
2025-02-04 08:35:56,228 - INFO - train_loss:1.1792825707729826 in epoch472
2025-02-04 08:35:56,228 - INFO - train_acc:0.988480108033612 in epoch472
2025-02-04 08:35:56,228 - INFO - Epoch 472: Learning Rate: [8.134402180115097e-07]
