2025-02-02 16:35:57,616 - INFO - Namespace(device='cuda:3', channel_weights=[1.0, 2.0, 1.0, 1.0], batch_size=8, num_classes=4, pretrained=False, pretrained_weights='./Synapse_weights_1u1d', lr=0.0001, epochs=500, warmup_epochs=10, dataset_mode='ACDC', max_channel=256, l2_norm=1e-07, patience=15, aug=False, wandb=True, cache=True, log_dir='../../de_logistics/ACDC_2UNetlinear_02-02-16-35-56/', log_file_path='../../de_logistics/ACDC_2UNetlinear_02-02-16-35-56/training.log')
Epoch 1/500 [Training]: 100%|████████████████████████████████████████████████████████████████████| 75/75 [00:48<00:00,  1.54batch/s]
2025-02-02 23:44:08,842 - INFO - train_acc:0.9923880123187022 in epoch467
2025-02-02 23:44:08,842 - INFO - Epoch 467: Learning Rate: [1.1248369375691859e-06]
Epoch 467/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 13/13 [00:06<00:00,  2.15batch/s]
2025-02-02 23:44:14,883 - INFO - valid_loss:1.1527168567364032 in epoch467
2025-02-02 23:44:14,884 - INFO - valid_acc:0.93242464520207 in epoch467
2025-02-02 23:44:14,884 - INFO - Mean iou = 87.74% in epoch467
Epoch 468/500 [Training]: 100%|█████████████████████████████████████████████████████████████████████| 75/75 [00:48<00:00,  1.56batch/s]
2025-02-02 23:45:03,013 - INFO - train_loss:1.1500804233551025 in epoch468
2025-02-02 23:45:03,014 - INFO - train_acc:0.9924657425866305 in epoch468
2025-02-02 23:45:03,014 - INFO - Epoch 468: Learning Rate: [1.058528395059518e-06]
Epoch 468/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 13/13 [00:06<00:00,  2.15batch/s]
2025-02-02 23:45:09,064 - INFO - valid_loss:1.1527111622003408 in epoch468
2025-02-02 23:45:09,064 - INFO - valid_acc:0.9323668769230936 in epoch468
2025-02-02 23:45:09,064 - INFO - Mean iou = 87.73% in epoch468
Epoch 469/500 [Training]: 100%|█████████████████████████████████████████████████████████████████████| 75/75 [00:48<00:00,  1.56batch/s]
2025-02-02 23:45:57,173 - INFO - train_loss:1.149938767751058 in epoch469
2025-02-02 23:45:57,174 - INFO - train_acc:0.9923897042497496 in epoch469
2025-02-02 23:45:57,174 - INFO - Epoch 469: Learning Rate: [9.942318502873115e-07]
Epoch 469/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 13/13 [00:05<00:00,  2.23batch/s]
2025-02-02 23:46:02,996 - INFO - valid_loss:1.152653538263761 in epoch469
2025-02-02 23:46:02,996 - INFO - valid_acc:0.9325399883827161 in epoch469
2025-02-02 23:46:02,996 - INFO - Mean iou = 87.75% in epoch469
Epoch 470/500 [Training]: 100%|█████████████████████████████████████████████████████████████████████| 75/75 [00:47<00:00,  1.57batch/s]
2025-02-02 23:46:50,783 - INFO - train_loss:1.149915288289388 in epoch470
2025-02-02 23:46:51,057 - INFO - train_acc:0.9924053594613877 in epoch470
2025-02-02 23:46:51,057 - INFO - Epoch 470: Learning Rate: [9.319499462316833e-07]
Epoch 470/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 13/13 [00:05<00:00,  2.18batch/s]
2025-02-02 23:46:57,024 - INFO - valid_loss:1.1526663028276884 in epoch470
2025-02-02 23:46:57,025 - INFO - valid_acc:0.9325109654849014 in epoch470
2025-02-02 23:46:57,025 - INFO - Mean iou = 87.75% in epoch470
Epoch 471/500 [Training]: 100%|█████████████████████████████████████████████████████████████████████| 75/75 [00:47<00:00,  1.57batch/s]
2025-02-02 23:47:44,773 - INFO - train_loss:1.1498044681549073 in epoch471
2025-02-02 23:47:44,774 - INFO - train_acc:0.9923480225933817 in epoch471
2025-02-02 23:47:44,774 - INFO - Epoch 471: Learning Rate: [8.716852430577884e-07]
Epoch 471/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 13/13 [00:05<00:00,  2.19batch/s]
2025-02-02 23:47:50,721 - INFO - valid_loss:1.152668283535884 in epoch471
2025-02-02 23:47:50,721 - INFO - valid_acc:0.9325034989617367 in epoch471
2025-02-02 23:47:50,721 - INFO - Mean iou = 87.75% in epoch471
Epoch 472/500 [Training]: 100%|█████████████████████████████████████████████████████████████████████| 75/75 [00:48<00:00,  1.56batch/s]
2025-02-02 23:48:38,867 - INFO - train_loss:1.1502473497390746 in epoch472
2025-02-02 23:48:38,868 - INFO - train_acc:0.992434810225984 in epoch472
2025-02-02 23:48:38,868 - INFO - Epoch 472: Learning Rate: [8.134402180115097e-07]
Epoch 472/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 13/13 [00:05<00:00,  2.24batch/s]
2025-02-02 23:48:44,670 - INFO - valid_loss:1.1526735654244056 in epoch472
2025-02-02 23:48:44,671 - INFO - valid_acc:0.9324471019558972 in epoch472
2025-02-02 23:48:44,671 - INFO - Mean iou = 87.74% in epoch472
Epoch 473/500 [Training]: 100%|█████████████████████████████████████████████████████████████████████| 75/75 [00:47<00:00,  1.57batch/s]
2025-02-02 23:49:32,425 - INFO - train_loss:1.1500529448191326 in epoch473
2025-02-02 23:49:32,426 - INFO - train_acc:0.9923485176778879 in epoch473
2025-02-02 23:49:32,426 - INFO - Epoch 473: Learning Rate: [7.572172653177113e-07]
Epoch 473/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 13/13 [00:05<00:00,  2.24batch/s]
2025-02-02 23:49:38,222 - INFO - valid_loss:1.1526777560894306 in epoch473
2025-02-02 23:49:38,222 - INFO - valid_acc:0.9324341713008154 in epoch473
2025-02-02 23:49:38,222 - INFO - Mean iou = 87.74% in epoch473
Epoch 474/500 [Training]: 100%|█████████████████████████████████████████████████████████████████████| 75/75 [00:47<00:00,  1.57batch/s]
2025-02-02 23:50:26,052 - INFO - train_loss:1.150070357322693 in epoch474
2025-02-02 23:50:26,053 - INFO - train_acc:0.9924663607279909 in epoch474
2025-02-02 23:50:26,053 - INFO - Epoch 474: Learning Rate: [7.030186960817648e-07]
Epoch 474/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 13/13 [00:05<00:00,  2.19batch/s]
2025-02-02 23:50:31,979 - INFO - valid_loss:1.1527200111976037 in epoch474
2025-02-02 23:50:31,980 - INFO - valid_acc:0.9323638796407389 in epoch474
2025-02-02 23:50:31,980 - INFO - Mean iou = 87.73% in epoch474
Epoch 475/500 [Training]: 100%|█████████████████████████████████████████████████████████████████████| 75/75 [00:48<00:00,  1.55batch/s]
2025-02-02 23:51:20,217 - INFO - train_loss:1.1500049177805582 in epoch475
2025-02-02 23:51:20,218 - INFO - train_acc:0.9924864207291085 in epoch475
2025-02-02 23:51:20,218 - INFO - Epoch 475: Learning Rate: [6.508467381945691e-07]
Epoch 475/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 13/13 [00:05<00:00,  2.22batch/s]
2025-02-02 23:51:26,065 - INFO - valid_loss:1.152649393448463 in epoch475
